Symbol|Security Name|Market Category|Status|Test Issue
AGDO|American Gold Resources Corporation.Common Stock|NBB||
AGDXF|Antioqua Gold Inc Ordinary Shares (Canada)|NBB||
AGDY|Agri-Dynamics Inc Common Stock|NBB||
AGEEF|Apogee Silver Ltd Ordinary Shares (Canada)|NBB||
AGESF|Ageas NV Ordinary Shares (Belgium)|NBB||
AGESY|Ageas Sponsored ADR (Belgium)|NBB||
AGFDF|AGA Foodservice Group plc (United Kingdom) Ordinary Shares|NBB||
AGFMF|A G F Mgmt Ltd Cl B Non Vtg Ordinary Shares|NBB||
AGGFF|African Gold Group Inc Ordinary Shares (Canada)|NBB||
AGGI|Allied Energy, Inc. Common Stock|NBB||
AGGX|AngioGenex, Inc. Common Stock|NBB||
AGGZF|AG Growth International Inc. Common Shares (Canada)|NBB||
AGHD|AuGRID Global Holdings Corporation Common Stock New|NBB||
AGHEF|Agility Health, Inc. USD Vtg Ordinary Shares (Cayman Islands)|NBB||
AGHI|Agora Holdings Inc. Common Stock|NBB||
AGIN|American Graphite Technologies Inc. Common Stock|BB|ACTIVE|
AGITF|Aberforth Geared Income Trust PLC Ordinary Shares (United Kingdom)|NBB||
AGIWW|Alamos Gold Inc Warrants Expiring 08/30/2018|NBB||
AGLAF|Aguila American Gold Ltd. New Ordinary Shares (Canada)|NBB||
AGLDF|Austral Gold Ltd Ordinary shares (Australia)|NBB||
AGLNF|AGL Energy Ltd Ordinary Shares (Australia)|NBB||
AGLNY|AGL Energy Ltd Unsponsored ADR (Australia)|NBB||
AGLR|AMR Gold Resources, Inc. Common Stock (Nevada)|NBB||
AGLT|Angel Telecom Corporation. Common Stock|NBB||
AGMC|Agent155 Media Corp. Common Stock|NBB||
AGMHF|AgriMarine Holdings, Inc. Ordinary Shares (Canada)|NBB||
AGMIF|Aldridge Minerals Inc Ordinary Shares (Canada)|NBB||
AGMJF|Algoma Cent Corp (F) Ordinary Shares|NBB||
AGNRF|Agrinurture Inc., Manila Shs (Phillippines)|NBB||
AGOAF|Abengoa Sa ABG/AC B 0.01 (Spain)|NBB||
AGODY|Atlas Iron Ltd Unsponsored ADR (Australia)|NBB||
AGONF|Adventure Gold, Inc. Ordinary Shares (Canada)|NBB||
AGPDF|Amer Sports Corporation Ordinary Shares (Finland)|NBB||
AGPDY|Amer Sports Corporation Sponsored ADR (Finland)|NBB||
AGPIF|Anglo Pacific Res Plc Ord Ordinary Shares|NBB||
AGPL|Apple Green Holding, Inc. Common|NBB||
AGPPF|Anglo Platinum Ltd Ordinary Shares (South Africa)|NBB||
AGPPY|Anglo American Platinum Ltd Unsponsored ADR (South Africa)|NBB||
AGPYF|Agile Property Holdings Limited Ordinary Shares (Cayman Islands)|NBB||
AGPYY|Agile Property Holdings Limited Unsponsored ADR (China)|NBB||
AGRC|Agricon Global Corporation Common Stock|NBB||
AGRDF|Minnova Corp. Ordinary Shares (Canada)|NBB||
AGREF|Argonaut Resources NL Ordinary Shares (Australia)|NBB||
AGRIP|Agribank FCB Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock|NBB||
AGRN|America Greener Technologies, Inc. Common Stock|NBB||
AGRPY|Barclays Africa Group Limited Sponsored ADR representing 2 Ordinary Shares New (South Africa)|NBB||
AGRS|Agristar, Inc. Common Stock|NBB||
AGRT|AGR Tools, Inc. Common Stock|NBB||
AGRUF|AF Gruppen ASA Shares -A- (Norway)|NBB||
AGRYF|AGR Ability Group AS Shares -A- (Norway)|NBB||
AGRZF|Agritec Systems Inc Ordinary Shares|NBB||
AGSC|Angus Energy Corporation Common Stock|NBB||
AGSM|Silver Stream Mining Corp. NEW  Common Stock|NBB||
AGSO|AgriSolar Solutions, Inc. Common Stock|NBB||
AGSVF|Argentum Silver Corp. Ordinary Shares (Canada)|NBB||
AGTAF|Agriterra Ltd Ordinary Shares (UK)|NBB||
AGTEF|Agtech Holdings Ltd Ordinary Shares (Bermuda)|NBB||
AGTI|Alternative Green Technologies Inc Common Stock|NBB||
AGTK|Agritek Holdings, Inc. Common Stock|NBB||
AGTMF|Argentium Resources, Inc. Ordinary Shares (Canada)|NBB||
AGTT|Angstrom Technologies, Inc. Common Stock|NBB||
AGUA|The Good Water Company Inc. Common Stock|NBB||
AGUNF|Arctic Glacier Income Fund Trust Units (Canada)|NBB||
AGVDY|Avangardco Invts. Pub. Ltd. Sponsored American Depository Shares (Ukraine)|NBB||
AGVNF|Argo Investments Ltd New Ordinary Shares|NBB||
AGVYY|Avangardco Invts. Pub. Ltd. Sponsored GDR Reg S (Ukraine)|NBB||
AGXKF|Anglo Asian Mining Plc Ordinary Shares (UK)|NBB||
AGXLY|Agenix, Ltd. American Depositary Shares|NBB||
AGXMF|Argentex Mining Corporation. (Canada) Common Stock|NBB||
AGXXF|AGT Food and Ingredients, Inc. Ordinary Shares (Canada)|NBB||
AGYP|Allied Energy Corporation. Common Stock|NBB||
AGYTF|Allergy Therapeutics Plc Worthing Ordinary Shares (United Kingdom)|NBB||
AHAG|Alpha Technologies Group, Inc. Common Stock|NBB||
AHBCF|Asahi Broadcasting Ord Ordinary Shares (Japan)|NBB||
AHBIF|Anheuser-Busch Inbev SA Ordinary Shares (Belgium)|NBB||
AHBRF|Alhambra Resources Ltd Common Stock|NBB||
AHBY|Ashby Corporation Ltd|NBB||
AHCD|Archivalcd Common Stock|NBB||
AHCHF|Anhui Conch Cement Shares -H-Ordinary Shares|NBB||
AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|NBB||
AHCLF|Australian Ethical Investment Ltd Ordinary Shares (Australia)|NBB||
AHCP|Anchorage International Holdings Corp. Common Stock|NBB||
AHDT|Asta Holdings Corp. Common|BB|ACTIVE|
AHEXF|Adecco Sa Cheserex Ordinary Shares|NBB||
AHEXY|Adecco SA Unsponsored ADR (Switzerland)|NBB||
AHFCF|Aston Hill Financial Inc Ordinary Shares|NBB||
AHFD|Active Health Foods, Inc. Common|NBB||
AHFI|Absolute Health and Fitness, Inc. Common Stock|NBB||
AHFP|Artisanal Brands, Inc. Common Stock|NBB||
AHHAP|Accredited Mortgage Loan REIT Trust 9.75% Series A Perpetual Cumulative Preferred Shares|NBB||
AHICF|Asahi Intec Co Ltd, Nagoya Ordinary Shares (Japan)|NBB||
AHII|American Heritage International Inc. Common Stock|BB|ACTIVE|
AHKSF|Asahi Kaisai Corporation Ordinary Shares|NBB||
AHKSY|Asahi Kaisai Corporation American Depositary Shares|NBB||
AHMS|American Homestar Corporation Series C Common Stock|NBB||
AHNMF|Archon Minerals Ltd Ordinary Shares|NBB||
AHNR|Athena Silver Corporation Common Stock|NBB||
AHODF|Koninklijke Ahold Nlg 1.25 Ord Ordinary Shares|NBB||
AHONY|Koninklijke Ahold, N.V.  American Depositary Shares|NBB||
AHOSY|Ascendas Hospitality Trust Unsponsored ADR Representing Stapled Securities (Singapore)|NBB||
AHOTF|American Hotel Income Properties REIT LP Unit Limited Partnership Int (Canada)|NBB||
AHREF|Amanahraya Real Estate Investment Tr Shs (Malaysia)|NBB||
AHRO|Atheronova, Inc.Common Stock|NBB||
AHSNF|Alta Natural Herb & Supplemnts Ordinary Shares|NBB||
AHWSF|Athens Water & Sewage Public Co Eydap Ordinary Shares (Greece)|NBB||
AIABF|Airasia Bhd Ordinary Shares (Malaysia)|NBB||
AIAGF|Aurubis Ag Ordinary Shares (Germany)|NBB||
AIAGY|Aurubis Ag Unsponsored ADR (Germany)|NBB||
AIBEF|Air Berlin plc London Ordinary Shares (United Kingdom)|NBB||
AIBIF|Abitibi Mining Corp Ordinary Shares (Canada)|NBB||
AIBSF|Allied Irish Banks Ord Ordinary Shares|NBB||
AICAF|Air China Ltd Shares H (China)|NBB||
AICIQ|Acceptance Insurance Companies, Inc. Common Stock|NBB||
AICPQ|AICI Capital Trust 9% Preferred Stock|NBB||
AIDA|AIDA Pharmaceuticals, Inc. Common Stock|NBB||
AIDC|AI Document Services, Inc. Common Stock|NBB||
AIEDF|ACCESS INTERNATIONAL EDUCATION LTD Ordinary Shares|NBB||
AIERF|Asian Mineral Res Ltd Common Shares (Canada)|NBB||
AIFLY|Aiful Corp Unsponsored American Depositary Receipt|NBB||
AIFS|Agent Information Software, Inc. Common Stock|NBB||
AIGI|Artistmss International Group, Inc. Common Stock|NBB||
AIHGY|Asti Holdings Ltd Ord American Depositary Shares|NBB||
AIHLF|Adcock Ingram Holdings Limited Ordinary shares (South Africa)|NBB||
AIHLY|Auto Italia Holdings Ltd.  American Depositary Shares|NBB||
AIHZF|AI Holdings Corp., Tokyo Ordinary Shares (Japan)|NBB||
AIIFF|Armtec Infrastructure, Inc. Ordinary Shares(Canada)|NBB||
AILFQ|Lexicon Building Systems Ltd. Ordinary Shares (Canada)|NBB||
AILIH|Ameren Illinois Company. NEW 4.08% Cumulative Preferred Stock|NBB||
AILIM|Ameren Illinois Company 4.70% Cumulative Preferred Stock|NBB||
AILIN|Ameren Illinois Company 4.42% Preferred Stock|NBB||
AILIO|Ameren Illinois Company 4.26% Cumulative Preferred Stock|NBB||
AILIP|Ameren Illinois Company 4.20% Cumulative Preferred Stock|NBB||
AILLG|Ameren Illinois Company 6.625% Preferred Stock|NBB||
AILLI|Ameren Illinois Company 5.16% Preferred Stock|NBB||
AILLL|Ameren Illinois Company Depositary Receipts representing 1/4 of 6.625% preferred stock|NBB||
AILLM|Ameren Illinois Company 4.92% Preferred Stock|NBB||
AILLN|Ameren Illinois Company 4.90% Preferred Stock|NBB||
AILLO|Ameren Illinois Company 4.25% Preferred Stock|NBB||
AILLP|Ameren Illinois Company 4.00% Preferred Stock|NBB||
AILNP|Ameren Illinois Company  7.75% Cumulative Preferred Stock|NBB||
AILQF|AirlQ, Inc. Ordinary Shares (Canada)|NBB||
AIME|American Interactive Media Inc Common Stock|NBB||
AIMH|Aimrite Holdings Corp Common Stock|NBB||
AIMSF|Aims Amp Capital Industrial Trust Units Real Estate Investment Trust (Singapore)|NBB||
AINEF|Polaris Ltd. Ordinary Shares (Singapore)|NBB||
AINSF|Ainsworth Game Technology Ltd Shs (Australia)|NBB||
AINSY|Ainsworth Game Technology Ltd Unsponsored ADR (Austrailia)|NBB||
AINWF|Asia Now Resources Corp Common Shares (Canada)|NBB||
AIOAF|Sarossa PLC Ordinary Shares (Jersey)|NBB||
AIOCF|Avigilon Corp Common Shares (Canada)|NBB||
AIOSF|Atresmedia Corporacion De Medios De Comunicacion SA Ordinary Shares (Spain)|NBB||
AIOTF|Amino Technologies Plc Cambridge Ordinary Shares (United Kingdom)|NBB||
AIOYY|Asciano Ltd SPONSORED ADR (Australia)|NBB||
AIPBF|Airports of Thailand Public Co Ltd Ordinary Shares (Thailand)|NBB||
AIPUF|Airports of Thailand Public Co Ltd Units Non-Voting Depository Receipts (Thailand)|NBB||
AIPUY|Airports of Thailand Public Co Ltd Unsponsored ADR (Thailand)|NBB||
AIQUF|L'Air Liquide Ord Ordinary Shares|NBB||
AIQUY|L'Air Liquide Ord American Depositary Shares|NBB||
AIRO|Airspan Networks Inc. Common Stock|NBB||
AIRRF|Aurion Resources, Ltd. Ordinary Shares (Canada)|NBB||
AIRW|Airware Labs Corp. Common Stock|NBB||
AIRXY|Aer Lingus Group PLC Unsponsored ADR (Ireland)|NBB||
AIRYY|Air China Limited Sponsored ADR (China)|NBB||
AISCF|Kerr Mines Inc Common Shares (Canada)|NBB||
AISLF|Asia Satellite Telecomm Ordinary Shares|NBB||
AISNY|Asian Terminals Inc American Depositary Shares (Unsponsored) (Philippines)|NBB||
AITG|Air Transport Group Holdings, Inc. Common Stock|NBB||
AITPF|Ait Corp, Osaka Shs (Japan)|NBB||
AITUF|Anritsu Corp (F) Ordinary Shares|NBB||
AITUY|Anritsu Corp (F) American Depositary Shares (Unsponsored)(Japan)|NBB||
AITVF|Asian Television Network Intl Ltd Common Shares (Canada)|NBB||
AIVAF|Aviva plc Ordinary Shares (United Kingdom)|NBB||
AIVI|Aivtech International Group Co. Common Stock|NBB||
AIVN|American International Ventures, Inc. Common Stock|NBB||
AIXXF|AIXTRON SE  Namen - AKT|NBB||
AJAC|Aja Cannafacturing, Inc.|NBB||
AJGFF|Atlantis Japan Growth Fund Ltd Ordinary Shares (Guernsey)|NBB||
AJGH|AJ Greentech Holdings Ltd. Common Stock|NBB||
AJINF|Ajinomoto Company, Inc. Ordinary Shares (Japan)|NBB||
AJINY|Ajinomoto Company, Inc. American Depositary Shares|NBB||
AJISF|Ajis Co Ltd Ordinary Shares|NBB||
AJLGF|AJ Lucas Group Limited Ordinary Shares|NBB||
AJMPF|Ashmore Group Plc Ordinary shares (United Kingdom)|NBB||
AJSB|AJS Bancorp, Inc. (Maryland) Common Stock|NBB||
AJSCF|Ajisen China Holdings Limited Ordinary Shares (Cayman Islands)|NBB||
AJSCY|Ajisen China Holdings Limited Unsponsored ADR (Cayman Islands)|NBB||
AJXGF|AgJunction  Inc Ordinary Shares|NBB||
AKAAF|Aker Asa Shares A (Norway)|NBB||
AKABY|Alk Abello A S Sponsored ADR (Denmark)|NBB||
AKASF|Akvasmart ASA Ordinary Shares (Norway)|NBB||
AKAVF|Phoenix Metals Corporation Ordinary Shares|NBB||
AKBDY|Akbank Turk Anonim Sirketi Sponsored 144A ADR (Turkey)|NBB||
AKBIF|Akebono Brake Industries Ordinary Shares|NBB||
AKBIY|Akebono Brake Industry Co., Ltd. Sponsored ADR (Japan)|NBB||
AKBKF|Akita Bank Ltd Ordinary Shares|NBB||
AKBLF|Alk-Abello A/S Shares -B- (Denmark)|NBB||
AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|NBB||
AKCPF|Asustek Computer Inc Ord Ordinary Shares|NBB||
AKDS|Arkados Group, Inc. Common Stock|NBB||
AKEJF|Ariake Japan Ordinary Shares|NBB||
AKESQ|Akesis Pharmaceuticals, Inc. Common Stock|NBB||
AKFHF|Akfen Holding A.S. Com (Turkey)|NBB||
AKGZY|Ao Kazanorgsintez Ord American Depositary Shares|NBB||
AKKVF|AKASTOR ASA  ASA Ordinary Shares (Norway)|NBB||
AKKVY|Akastor ASA Unsponsored ADR (Norway)|NBB||
AKLPF|Akela Pharma Inc. Common Stock|NBB||
AKRK|Asia Cork Inc|NBB||
AKRRF|Aker Philadelphia Shipyard Asa, Oslo Ordinary Shares (Norway)|NBB||
AKRTF|Aker Solutions Holding ASA Ordinary Shares (Norway)|NBB||
AKSJF|Sberbank Russia Ordinary Shares (Russia)|NBB||
AKSN|Arkansas Casino Corp. Common|NBB||
AKSY|Aksys, Ltd. Common Stock|NBB||
AKTAF|Akita Drilling Ltd Non Vtg A Ordinary Shares|NBB||
AKVA|Arkanova Energy Corporation Common Stock|NBB||
AKZOF|Akzo Nobel N.V. Ordinary Shares|NBB||
AKZOY|Akzo Nobel N.V. American Depositary Shares|NBB||
ALACF|Alacer Gold Corp. Shs Chess Depository Interests Repr 1 Sh (Canada)|NBB||
ALALF|Alcatel Alsthom Cie Generale Delectricite Ordinary Shares|NBB||
ALAN|Alanco Technologies Inc. Common Stock|NBB||
ALAQF|Al-Aqar KPJ Real Estate Investment Trust Ordinary Shares (Malaysia)|NBB||
ALARF|Alaris Royalty Corporation Common Shares (Canada)|NBB||
ALAWP|ALABAMA POWER CO Non Cumulative Pref Stk 6 1/2%|NBB||
ALAXL|Almacenes Exito S A GDR 144A (Colombia)|NBB||
ALBKF|Alpha Bank AE Ordinary Shares|NBB||
ALBKY|Alpha Bank AE Sponsored ADR|NBB||
ALBMP|ALABAMA POWER CO Non Cumulative Preferred Stock|NBB||
ALBPP|Alabama Power Co 5.625% Pfd|NBB||
ALBQY|Alpha Bank AE Sponsored 144A ADR|NBB||
ALBWF|Alpha Bank SA Warrants (Greece)|NBB||
ALBY|Community Capital Bancshares, Inc. Common Stock|NBB||
ALCEY|Alliance Bk JSC SPONSORED GDR REPSTG PFD SHS REG S (Kazakstan)|NBB||
ALCN|Atlantic Central Entprs Ltd Common Stock|NBB||
ALCSQ|ALCO Stores, Inc.|NBB||
ALCYF|Alcyone Resources Ltd Ordinary Shares (Australia)|NBB||
ALCYY|Alcyone Resources Ltd. Unsponsored ADR (Austrailia)|NBB||
ALDA|Atlantica, Inc. Common Stock|NBB||
ALEDY|Allied Group Limited Unsponsored ADR (Hong Kong)|NBB||
ALEV|Alpha Lujo, Inc. Common Stock|NBB||
ALFDY|Astral Foods Ltd Unsponsored ADR (South Africa)|NBB||
ALFE|American Life Holding Company, Inc. Common Stock|NBB||
ALFFF|Alfa S.A.B. de C.V. Ordinary Shares A (Mexico)|NBB||
ALFRY|Alfresa Hldgs Corp American Depositary Shares (Unsponsored)(Japan)|NBB||
ALFVF|Alfa-Laval Ab Ordinary shares (Sweden)|NBB||
ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|NBB||
ALGA|Algae International Group, Inc. Common Stock|NBB||
ALGC|Algiers Bancorp, Inc. Common Stock|NBB||
ALGGF|Alliance Global Group, Inc. Ordinary Shares (Philippines)|NBB||
ALGGY|Alliance Global Group, Inc. Unsponsored ADR (Phillipines)|NBB||
ALGI|American Locker Group, Inc. Common Stock|NBB||
ALGXY|Algae.Tec Ltd Sponsored ADR (Australia)|NBB||
ALGY|Alleghany Pharmacal Corp Common Stock|NBB||
ALGZF|Algeta ASA Ordinary Shares (Norway)|NBB||
ALHRF|Appalaches Res Inc Ordinary Shares|NBB||
ALIAF|Alacer Gold Corp. Ordinary Shares|NBB||
ALIF|Artificial Life, Inc. Common Stock|NBB||
ALIOF|Actelion Ltd Allschwil Ordinary Shares|NBB||
ALIOY|Actelion Ltd Allschwil Unsponsored American Depository Receipt (Switzerland)|NBB||
ALITF|Alliance Trust Co Ltd Ord Ordinary Shares|NBB||
ALIZF|Allianz Ag Muenchen Namen-Akt Vinkuliert Shares (Germany)|NBB||
ALJJ|ALJ Regional Holdings, Inc. Common Stock|NBB||
ALKEF|Alkane Resources Ltd. Ordinary Shares (Australia)|NBB||
ALKHF|Alaska Hydro Corp. Ordinary Shares (Canada)|NBB||
ALKM|Alkame Holdings, Inc. Common Stock|NBB||
ALKN|Alkane, Inc. Common Stock|NBB||
ALLAY|All America Latina Logistica S.A. Sponsored ADR Unit (Brazil)|NBB||
ALLD|Allison Inds Ltd Common Stock|NBB||
ALLIF|Allegiance Equity Corporation Common Shares (Canada)|NBB||
ALLLZ|Air Lease Corporation Class A 144a|NBB||
ALLM|Alliance Media Group Holdings, Inc. Com|NBB||
ALLN|Allin Corporation. Common Stock|NBB||
ALLQ|ALL-Q-TELL Corporation. Common Stock|NBB||
ALLRF|Allana Potash Corporation Ordinary Shares (Canada)|NBB||
ALLXF|Bluenose Gold Corp. Common Stock|NBB||
ALME|Alamo Energy Corporation Common Stock|NBB||
ALMFF|Altium Ltd Ordinary Shares (Australia)|NBB||
ALMG|Alamogordo Financial Corp. Common Stock|BB|ACTIVE|
ALMMF|Aluminum Corp China Limited Aluminum Corp China Limited H Shares|NBB||
ALMTF|Almonty Industries Inc. Ordinary Shares (Canada)|NBB||
ALMY|Alchemy Creative, Inc. Common Stock|NBB||
ALNE|Alternative Energy & Environmental Solutions, Inc. Common|NBB||
ALNPF|ANA Holdings Inc Ord Ordinary Shares|NBB||
ALNPY|ANA Holdings Inc. Ord American Depositary Shares|NBB||
ALNWW|Alternative Energy & Environmental Solutions, Inc. Warrants (Expires 07/31/2015)|NBB||
ALNXF|Alent PLC Ordinary Shares (United Kingdom)|NBB||
ALNXY|Alent PLC American Depositary Shares (Unsponsored)(United Kingdom)|NBB||
ALOD|Allied Resources, Inc. Common Stock|BB|ACTIVE|
ALOOF|Alltronics Holdings Limited Ordinary Shares (Cayman Islands)|NBB||
ALORY|Alior Bank SA Unsponsored ADR (Poland)|NBB||
ALPE|alpha-En Corporation Common Stock|NBB||
ALPH|Ally Pharma US, Inc. Common Stock|NBB||
ALPMF|Astellas Pharma Inc Ordinary Shares (Japan)|NBB||
ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|NBB||
ALPN|Alpine Management Systems, Inc. Common Stock|NBB||
ALPQF|Alpiq Holding ltd Ordinary Shares (Switzerland)|NBB||
ALPVN|Alabama Power Company 4.60 Preferred Stock|NBB||
ALPXF|Alpha Exploration Inc Common Shares (Canada)|NBB||
ALRHF|Allreal Holding Ag Zug Reg Shs (Switzerland)|NBB||
ALRS|Alerus Financial Corporation Common Stock|NBB||
ALRT|ALR Technologies, Inc. Common Stock|NBB||
ALRY|Allenergy Inc Common Stock|NBB||
ALSC|Alliance Semiconductor Corporation Common Stock|NBB||
ALSE|Alseres Pharmaceuticals, Inc. Common Stock|NBB||
ALSI|Atlas Resources International, Inc. Common Stock|NBB||
ALSMY|Alstom Unsponsored ADR (France)|NBB||
ALSO|Infinity Augmented Reality, Inc. Common Stock|NBB||
ALSSF|Alsea Sa Ordinary Shares|NBB||
ALSWF|Absolute Software Corp Ordinary Shares|NBB||
ALTA|Alterola Biotech, Inc. Common Stock|NBB||
ALTAF|Altura Mining Ltd Ordinary Shares (Australia)|NBB||
ALTHF|Alinta Hldgs Ordinary Shares (Cayman Islands)|NBB||
ALTI|Altair Nanotechnologies, Inc. Common Stock (DE)|NBB||
ALTKY|Altran Technologies SA American Depositary Shares|NBB||
ALTO|Alto Group Holdings Inc. Common Stock|NBB||
ALTSF|Alturas Minerals Corp Ordinary shares (Canada)|NBB||
ALTX|Altex Industries Inc Common Stock|NBB||
ALULF|Alara Resources Ltd. Ordinary Shares (Australia)|NBB||
ALVLF|Alto Ventures, Ltd. Ordinary Shares (Canada)|NBB||
ALVOF|Alvopetro Energy Ltd Common Shares (Canada)|NBB||
ALVRQ|Alvarion Ltd. Ordinary Shares|NBB||
ALXDF|Alexandria Minerals Corp Common Shares (Canada)|NBB||
ALXXF|Avante Logixx Inc Common Shares (Canada)|NBB||
ALYE|Aly Energy Services, Inc. Common Stock|NBB||
ALYI|Alternet Systems, Inc. Common Stock|NBB||
ALZH|Hollywall Entertainment  Inc.  Common Stock|NBB||
ALZTF|Aldershot Resources Ltd Ordinary Shares|NBB||
AMADF|Amadeus IT Holding SA Series A Ordinary Shares (Spain)|NBB||
AMADY|Amadeus IT Holding SA Unsponsored American Depository Shares (Spain)|NBB||
AMANF|Amano Corp Ordinary Shares|NBB||
AMAOF|Amana Inc Tokyo Ordinary Shares (Japan)|NBB||
AMARQ|Amarillo Biosciences, Inc. Common Stock|NBB||
AMAVF|Arcam AB Ordinary Shares (Sweden)|NBB||
AMBD|American Mobile Dental Corp. Common Stock|NBB||
AMBK|American Bank Inc Common Stock|NBB||
AMBKP|American Bank Inc Capital Trust I 6% Convertible Preferred|NBB||
AMBOY|Ambow Education Holding Ltd. American Depository Shares (Each representing two Class A Ordinary Shares)|NBB||
AMBS|Amarantus Bioscience Holdings, Inc. Common stock|NBB||
AMBTQ|Ambient Corporation Common Stock|NBB||
AMBUY|Ambuja Cements Limited Sponosred 144A GDR (India)|NBB||
AMBZ|American Business Bank Common Stock|NBB||
AMCBF|Amec Plc Ordinary Shares (UK)|NBB||
AMCRF|Amcor Limited Ordinary Shares|NBB||
AMCRY|Amcor Limited American Depositary Shares|NBB||
AMCY|ACS Global, Inc. Common Stock|NBB||
AMCZF|Amata Corp Public Co Ltd Foreign Registered Shares (Thailand)|NBB||
AMDHF|Atcor Medical Holdings Ltd Ordinary Shares (Australia)|NBB||
AMDLY|Amada Co Ltd Ord American Depositary Shares|NBB||
AMDWF|Amada Co Ltd Ord Ordinary Shares (Japan)|NBB||
AMEH|Apollo Medical Holdings, Inc. Common Stock|NBB||
AMEN|AMEN Properties Inc Common Stock|NBB||
AMERF|American Consolidated Minerals Corp Common shares (Canada)|NBB||
AMEUF|Admedus Ltd. Shs (Australian)|NBB||
AMEZY|Amec Plc Ord Sponsored ADR  United Kingdom (GB )|NBB||
AMFC|AMB Financial Corp. Common Stock|BB|ACTIVE|
AMFE|Amfil Technologies Inc. Common Stock|NBB||
AMFL|American Films, Inc. Common Stock|NBB||
AMFPF|Amplifon Spa Milano Ordinary Shares|NBB||
AMFPY|Amplifon Spa Milano Unsponsored ADR (Italy)|NBB||
AMGC|American Magna Corp.  Common Stock|NBB||
AMGI|American Mold Guard, Inc. Common Stock|NBB||
AMGXF|Anges MG, Inc. Osaka Ordinary Shares (Japan)|NBB||
AMGY|American Metal & Technology, Inc. Common Stock|NBB||
AMHC|American Capital Hldgs Inc Com|NBB||
AMHD|Amelot Holdings, Inc. Common Stock|NBB||
AMHFF|Amanta Resources Inc Ordinary Shares (Canada)|NBB||
AMHPF|Verde Potash PLC Ordinary shares (United Kingdom)|NBB||
AMIB|American Boarding Co. Common Stock|BB|ACTIVE|
AMIEQ|Ambassadors International, Inc. Common Stock|NBB||
AMIGF|Admiral Group plc, Cardiff Ordinary Shares (United Kingdom)|NBB||
AMIGY|Admiral Group plc, Cardiff Unsponsored ADR (UK)|NBB||
AMIH|American International Holdings Corp. Common Stock|NBB||
AMIN|American International Industries Inc. Common Stock|NBB||
AMIQF|Ami Resources Inc Ordinary Shares|NBB||
AMIVF|Atrium Mtg Invt Corp Common Shares (Canada)|NBB||
AMJYF|Amanda Capital OYJ Ordinary Shares|NBB||
AMKAF|A.P. Moeller-Maersk A/S A Shares (Denmark)|NBB||
AMKBF|A.P. Moeller-Maersk A/S B Shares (Denmark)|NBB||
AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|NBB||
AMKYF|Abc Mart Inc Tokyo Ordinary Shares (Japan)|NBB||
